Flop,Hand,Weight IP,IP Equity
Ks 5h 3d,JsJh,0.635,42.66
Ks 5h 3d,JsTs,0.180,21.26
Ks 5h 3d,QsQc,0.870,46.75
Ks 5h 3d,QsQd,0.870,47.00
Ks 5h 3d,QsQh,0.870,46.99
Ks 5h 3d,QsTs,0.050,24.26
Ks 5h 3d,QsJs,0.155,26.83
Ks 5h 3d,AsKc,0.487,77.24
Ks 5h 3d,AsAc,0.120,80.66
Ks 5h 3d,AsKd,0.487,77.41
Ks 5h 3d,AsAd,0.120,81.09
Ks 5h 3d,AsKh,0.487,77.34
Ks 5h 3d,AsAh,0.120,81.03
Ks 5h 3d,As4s,0.180,41.10
Ks 5h 3d,As5s,0.515,46.58
Ks 5h 3d,As8s,0.090,31.39
Ks 5h 3d,As9s,0.104,32.49
Ks 5h 3d,AsTs,0.780,34.78
Ks 5h 3d,AsJs,0.775,37.13
Ks 5h 3d,AsQs,0.930,39.84
Ks 5h 4d,6c5c,0.095,42.61
Ks 5h 4d,7c6c,0.165,38.94
Ks 5h 4d,8c7c,0.180,26.36
Ks 5h 4d,9c8c,0.144,13.31
Ks 5h 4d,Tc9c,0.225,13.91
Ks 5h 4d,JcTc,0.180,16.63
Ks 5h 4d,QcTc,0.050,19.68
Ks 5h 4d,QcJc,0.155,22.19
Ks 5h 4d,KcTc,0.050,59.33
Ks 5h 4d,KcJc,0.565,60.90
Ks 5h 4d,KcQc,0.825,62.11
Ks 5h 4d,Ac4c,0.180,39.03
Ks 5h 4d,Ac5c,0.515,42.32
Ks 5h 4d,Ac8c,0.090,28.02
Ks 5h 4d,Ac9c,0.104,27.88
Ks 5h 4d,AcTc,0.780,30.44
Ks 5h 4d,AcJc,0.775,32.77
Ks 5h 4d,AcQc,0.930,35.56
Ks 5h 4d,AcKc,0.425,74.78
Ks 5h 4d,AcKd,0.487,74.96
Ks 5h 4d,AcKh,0.487,75.13
Ks 5h 4d,2d2c,0.056,31.96
Ks 5h 4d,3d3c,0.138,33.59
Ks 5h 4d,5d5c,0.130,88.00
Ks 5h 4d,6d6c,0.330,39.58
Ks 5h 4d,6d5d,0.095,45.36
Ks 5h 4d,7d7c,0.345,38.88
Ks 5h 4d,7d6d,0.165,41.38
Ks 5h 4d,8d8c,0.385,38.03
Ks 5h 4d,8d7d,0.180,29.38
Ks 5h 4d,9d9c,0.420,37.79
Ks 5h 4d,9d8d,0.144,16.95
Ks 5h 4d,TdTc,0.440,38.46
Ks 5h 4d,Td9d,0.225,17.58
Ks 5h 4d,JdJc,0.635,40.85
Ks 5h 4d,JdTd,0.180,20.23
Ks 5h 4d,QdQc,0.870,45.04
Ks 5h 4d,QdTd,0.050,23.22
Ks 5h 4d,QdJd,0.155,25.64
Ks 5h 4d,KdKc,0.442,93.52
Ks 5h 4d,KdTd,0.050,61.49
Ks 5h 4d,KdJd,0.565,63.00
Ks 5h 4d,KdQd,0.825,64.18
Ks 5h 4d,AdKc,0.487,75.40
Ks 5h 4d,AdAc,0.120,78.30
Ks 5h 4d,Ad5d,0.515,45.60
Ks 5h 4d,Ad8d,0.090,31.51
Ks 5h 4d,Ad9d,0.104,31.41
Ks 5h 4d,AdTd,0.780,33.85
Ks 5h 4d,AdJd,0.775,36.07
Ks 5h 4d,AdQd,0.930,38.79
Ks 5h 4d,AdKd,0.425,76.31
Ks 5h 4d,AdKh,0.487,75.49
Ks 5h 4d,2h2c,0.056,31.96
Ks 5h 4d,2h2d,0.056,32.06
Ks 5h 4d,3h3c,0.138,33.59
Ks 5h 4d,3h3d,0.138,33.68
Ks 5h 4d,4h4c,0.163,87.88
Ks 5h 4d,6h6c,0.330,40.00
Ks 5h 4d,6h6d,0.330,40.15
Ks 5h 4d,7h7c,0.345,38.88
Ks 5h 4d,7h7d,0.345,39.02
Ks 5h 4d,7h6h,0.165,41.40
Ks 5h 4d,8h8c,0.385,38.03
Ks 5h 4d,8h8d,0.385,38.18
Ks 5h 4d,8h7h,0.180,29.38
Ks 5h 4d,9h9c,0.420,37.78
Ks 5h 4d,9h9d,0.420,37.94
Ks 5h 4d,9h8h,0.144,16.96
Ks 5h 4d,ThTc,0.440,38.46
Ks 5h 4d,ThTd,0.440,38.64
Ks 5h 4d,Th9h,0.225,17.58
Ks 5h 4d,JhJc,0.635,40.84
Ks 5h 4d,JhJd,0.635,41.03
Ks 5h 4d,JhTh,0.180,20.22
Ks 5h 4d,QhQc,0.870,45.03
Ks 5h 4d,QhQd,0.870,45.28
Ks 5h 4d,QhTh,0.050,23.22
Ks 5h 4d,QhJh,0.155,25.64
Ks 5h 4d,KhKc,0.442,93.51
Ks 5h 4d,KhKd,0.442,93.73
Ks 5h 4d,KhTh,0.050,61.54
Ks 5h 4d,KhJh,0.565,63.05
Ks 5h 4d,KhQh,0.825,64.23
Ks 5h 4d,AhKc,0.487,75.37
Ks 5h 4d,AhAc,0.120,78.27
Ks 5h 4d,AhKd,0.487,75.29
Ks 5h 4d,AhAd,0.120,78.68
Ks 5h 4d,Ah4h,0.180,42.24
Ks 5h 4d,Ah8h,0.090,31.53
Ks 5h 4d,Ah9h,0.104,31.43
Ks 5h 4d,AhTh,0.780,33.87
Ks 5h 4d,AhJh,0.775,36.10
Ks 5h 4d,AhQh,0.930,38.82
Ks 5h 4d,AhKh,0.425,76.39
Ks 5h 4d,2s2c,0.056,31.94
Ks 5h 4d,2s2d,0.056,32.05
Ks 5h 4d,2s2h,0.056,32.04
Ks 5h 4d,3s3c,0.138,33.52
Ks 5h 4d,3s3d,0.138,33.62
Ks 5h 4d,3s3h,0.138,33.61
Ks 5h 4d,4s4c,0.163,87.88
Ks 5h 4d,4s4h,0.163,87.93
Ks 5h 4d,5s5c,0.130,87.96
Ks 5h 4d,5s5d,0.130,88.08
Ks 5h 4d,6s6c,0.330,39.51
Ks 5h 4d,6s6d,0.330,39.66
Ks 5h 4d,6s6h,0.330,40.09
Ks 5h 4d,6s5s,0.095,45.45
Ks 5h 4d,7s7c,0.345,38.78
Ks 5h 4d,7s7d,0.345,38.92
Ks 5h 4d,7s7h,0.345,38.91
Ks 5h 4d,7s6s,0.165,41.44
Ks 5h 4d,8s8c,0.385,38.01
Ks 5h 4d,8s8d,0.385,38.16
Ks 5h 4d,8s8h,0.385,38.15
Ks 5h 4d,8s7s,0.180,29.50
Ks 5h 4d,9s9c,0.420,37.76
Ks 5h 4d,9s9d,0.420,37.91
Ks 5h 4d,9s9h,0.420,37.91
Ks 5h 4d,9s8s,0.144,17.16
Ks 5h 4d,TsTc,0.440,38.19
Ks 5h 4d,TsTd,0.440,38.37
Ks 5h 4d,TsTh,0.440,38.36
Ks 5h 4d,Ts9s,0.225,17.69
Ks 5h 4d,JsJc,0.635,40.87
Ks 5h 4d,JsJd,0.635,41.06
Ks 5h 4d,JsJh,0.635,41.06
Ks 5h 4d,JsTs,0.180,20.34
Ks 5h 4d,QsQc,0.870,45.07
Ks 5h 4d,QsQd,0.870,45.32
Ks 5h 4d,QsQh,0.870,45.31
Ks 5h 4d,QsTs,0.050,23.31
Ks 5h 4d,QsJs,0.155,25.91
Ks 5h 4d,AsKc,0.487,75.07
Ks 5h 4d,AsAc,0.120,78.28
Ks 5h 4d,AsKd,0.487,74.99
Ks 5h 4d,AsAd,0.120,78.69
Ks 5h 4d,AsKh,0.487,75.16
Ks 5h 4d,AsAh,0.120,78.66
Ks 5h 4d,As4s,0.180,42.04
Ks 5h 4d,As5s,0.515,45.28
Ks 5h 4d,As8s,0.090,31.40
Ks 5h 4d,As9s,0.104,31.30
Ks 5h 4d,AsTs,0.780,33.60
Ks 5h 4d,AsJs,0.775,35.96
Ks 5h 4d,AsQs,0.930,38.65
Ks 7h 4d,6c5c,0.095,38.54
Ks 7h 4d,7c6c,0.165,44.42
Ks 7h 4d,8c7c,0.180,44.33
Ks 7h 4d,9c8c,0.144,15.37
Ks 7h 4d,Tc9c,0.225,16.21
Ks 7h 4d,JcTc,0.180,17.44
Ks 7h 4d,QcTc,0.050,18.88
Ks 7h 4d,QcJc,0.155,21.36
Ks 7h 4d,KcTc,0.050,61.01
Ks 7h 4d,KcJc,0.565,62.55
Ks 7h 4d,KcQc,0.825,63.78
Ks 7h 4d,Ac4c,0.180,40.55
Ks 7h 4d,Ac5c,0.515,28.00
Ks 7h 4d,Ac8c,0.090,28.61
Ks 7h 4d,Ac9c,0.104,28.52
Ks 7h 4d,AcTc,0.780,31.17
Ks 7h 4d,AcJc,0.775,33.55
Ks 7h 4d,AcQc,0.930,36.50
Ks 7h 4d,AcKc,0.425,75.96
Ks 7h 4d,AcKd,0.487,76.12
Ks 7h 4d,AcKh,0.487,76.27
Ks 7h 4d,2d2c,0.056,31.37
Ks 7h 4d,3d3c,0.138,33.03
Ks 7h 4d,5d5c,0.130,36.24
Ks 7h 4d,6d6c,0.330,37.90
Ks 7h 4d,6d5d,0.095,41.00
Ks 7h 4d,7d7c,0.345,89.27
Ks 7h 4d,7d6d,0.165,47.18
Ks 7h 4d,8d8c,0.385,39.93
Ks 7h 4d,8d7d,0.180,47.10
Ks 7h 4d,9d9c,0.420,39.48
Ks 7h 4d,9d8d,0.144,18.90
Ks 7h 4d,TdTc,0.440,40.20
Ks 7h 4d,Td9d,0.225,19.77
Ks 7h 4d,JdJc,0.635,42.54
Ks 7h 4d,JdTd,0.180,21.01
Ks 7h 4d,QdQc,0.870,46.75
Ks 7h 4d,QdTd,0.050,22.50
Ks 7h 4d,QdJd,0.155,24.88
Ks 7h 4d,KdKc,0.442,94.69
Ks 7h 4d,KdTd,0.050,63.08
Ks 7h 4d,KdJd,0.565,64.57
Ks 7h 4d,KdQd,0.825,65.77
Ks 7h 4d,AdKc,0.487,76.60
Ks 7h 4d,AdAc,0.120,79.17
Ks 7h 4d,Ad5d,0.515,31.40
Ks 7h 4d,Ad8d,0.090,32.08
Ks 7h 4d,Ad9d,0.104,32.04
Ks 7h 4d,AdTd,0.780,34.57
Ks 7h 4d,AdJd,0.775,36.85
Ks 7h 4d,AdQd,0.930,39.71
Ks 7h 4d,AdKd,0.425,77.41
Ks 7h 4d,AdKh,0.487,76.65
Ks 7h 4d,2h2c,0.056,31.37
Ks 7h 4d,2h2d,0.056,31.49
Ks 7h 4d,3h3c,0.138,33.03
Ks 7h 4d,3h3d,0.138,33.14
Ks 7h 4d,4h4c,0.163,89.05
Ks 7h 4d,5h5c,0.130,35.97
Ks 7h 4d,5h5d,0.130,36.39
Ks 7h 4d,6h6c,0.330,37.66
Ks 7h 4d,6h6d,0.330,37.78
Ks 7h 4d,6h5h,0.095,40.94
Ks 7h 4d,8h8c,0.385,40.30
Ks 7h 4d,8h8d,0.385,40.45
Ks 7h 4d,9h9c,0.420,39.48
Ks 7h 4d,9h9d,0.420,39.63
Ks 7h 4d,9h8h,0.144,18.92
Ks 7h 4d,ThTc,0.440,40.20
Ks 7h 4d,ThTd,0.440,40.38
Ks 7h 4d,Th9h,0.225,19.77
Ks 7h 4d,JhJc,0.635,42.54
Ks 7h 4d,JhJd,0.635,42.73
Ks 7h 4d,JhTh,0.180,21.00
Ks 7h 4d,QhQc,0.870,46.74
Ks 7h 4d,QhQd,0.870,46.99
Ks 7h 4d,QhTh,0.050,22.48
Ks 7h 4d,QhJh,0.155,24.86
Ks 7h 4d,KhKc,0.442,94.69
Ks 7h 4d,KhKd,0.442,94.90
Ks 7h 4d,KhTh,0.050,63.12
Ks 7h 4d,KhJh,0.565,64.61
Ks 7h 4d,KhQh,0.825,65.82
Ks 7h 4d,AhKc,0.487,76.57
Ks 7h 4d,AhAc,0.120,79.15
Ks 7h 4d,AhKd,0.487,76.47
Ks 7h 4d,AhAd,0.120,79.57
Ks 7h 4d,Ah4h,0.180,43.87
Ks 7h 4d,Ah5h,0.515,31.49
Ks 7h 4d,Ah8h,0.090,31.97
Ks 7h 4d,Ah9h,0.104,32.07
Ks 7h 4d,AhTh,0.780,34.60
Ks 7h 4d,AhJh,0.775,36.88
Ks 7h 4d,AhQh,0.930,39.75
Ks 7h 4d,AhKh,0.425,77.49
Ks 7h 4d,2s2c,0.056,31.35
Ks 7h 4d,2s2d,0.056,31.47
Ks 7h 4d,2s2h,0.056,31.47
Ks 7h 4d,3s3c,0.138,32.96
Ks 7h 4d,3s3d,0.138,33.07
Ks 7h 4d,3s3h,0.138,33.06
Ks 7h 4d,4s4c,0.163,89.03
Ks 7h 4d,4s4h,0.163,89.09
Ks 7h 4d,5s5c,0.130,35.88
Ks 7h 4d,5s5d,0.130,36.30
Ks 7h 4d,5s5h,0.130,36.03
Ks 7h 4d,6s6c,0.330,37.84
Ks 7h 4d,6s6d,0.330,37.96
Ks 7h 4d,6s6h,0.330,37.72
Ks 7h 4d,6s5s,0.095,41.04
Ks 7h 4d,7s7c,0.345,89.26
Ks 7h 4d,7s7d,0.345,89.33
Ks 7h 4d,7s6s,0.165,47.20
Ks 7h 4d,8s8c,0.385,39.90
Ks 7h 4d,8s8d,0.385,40.05
Ks 7h 4d,8s8h,0.385,40.43
Ks 7h 4d,8s7s,0.180,47.18
Ks 7h 4d,9s9c,0.420,39.45
Ks 7h 4d,9s9d,0.420,39.60
Ks 7h 4d,9s9h,0.420,39.60
Ks 7h 4d,9s8s,0.144,19.10
Ks 7h 4d,TsTc,0.440,39.92
Ks 7h 4d,TsTd,0.440,40.09
Ks 7h 4d,TsTh,0.440,40.09
Ks 7h 4d,Ts9s,0.225,19.88
Ks 7h 4d,JsJc,0.635,42.57
Ks 7h 4d,JsJd,0.635,42.76
Ks 7h 4d,JsJh,0.635,42.76
Ks 7h 4d,JsTs,0.180,21.12
Ks 7h 4d,QsQc,0.870,46.78
Ks 7h 4d,QsQd,0.870,47.03
Ks 7h 4d,QsQh,0.870,47.03
Ks 7h 4d,QsTs,0.050,22.60
Ks 7h 4d,QsJs,0.155,25.15
Ks 7h 4d,AsKc,0.487,76.25
Ks 7h 4d,AsAc,0.120,79.15
Ks 7h 4d,AsKd,0.487,76.16
Ks 7h 4d,AsAd,0.120,79.57
Ks 7h 4d,AsKh,0.487,76.30
Ks 7h 4d,AsAh,0.120,79.55
Ks 7h 4d,As4s,0.180,43.48
Ks 7h 4d,As5s,0.515,31.33
Ks 7h 4d,As8s,0.090,31.98
Ks 7h 4d,As9s,0.104,31.94
Ks 7h 4d,AsTs,0.780,34.31
Ks 7h 4d,AsJs,0.775,36.75
Ks 7h 4d,AsQs,0.930,39.58
Ks 8h 2d,6c5c,0.095,14.77
Ks 8h 2d,7c6c,0.165,16.79
Ks 8h 2d,8c7c,0.180,43.59
Ks 8h 2d,9c8c,0.144,44.45
Ks 8h 2d,Tc9c,0.225,18.60
Ks 8h 2d,JcTc,0.180,19.72
Ks 8h 2d,QcTc,0.050,20.88
Ks 8h 2d,QcJc,0.155,23.36
Ks 8h 2d,KcTc,0.050,63.44
Ks 8h 2d,KcJc,0.565,65.00
Ks 8h 2d,KcQc,0.825,66.43
Ks 8h 2d,Ac4c,0.180,27.61
Ks 8h 2d,Ac5c,0.515,27.70
Ks 8h 2d,Ac8c,0.090,46.89
Ks 8h 2d,Ac9c,0.104,29.86
Ks 8h 2d,AcTc,0.780,32.40
Ks 8h 2d,AcJc,0.775,34.73
Ks 8h 2d,AcQc,0.930,37.66
Ks 8h 2d,AcKc,0.425,78.54
Ks 8h 2d,AcKd,0.487,79.13
Ks 8h 2d,AcKh,0.487,79.12
Ks 8h 2d,3d3c,0.138,34.15
Ks 8h 2d,4d4c,0.163,34.23
Ks 8h 2d,5d5c,0.130,33.65
Ks 8h 2d,6d6c,0.330,35.08
Ks 8h 2d,6d5d,0.095,18.23
Ks 8h 2d,7d7c,0.345,36.98
Ks 8h 2d,7d6d,0.165,20.21
Ks 8h 2d,8d8c,0.385,90.31
Ks 8h 2d,8d7d,0.180,46.44
Ks 8h 2d,9d9c,0.420,41.06
Ks 8h 2d,9d8d,0.144,47.29
Ks 8h 2d,TdTc,0.440,41.63
Ks 8h 2d,Td9d,0.225,22.08
Ks 8h 2d,JdJc,0.635,43.93
Ks 8h 2d,JdTd,0.180,23.21
Ks 8h 2d,QdQc,0.870,48.20
Ks 8h 2d,QdTd,0.050,24.42
Ks 8h 2d,QdJd,0.155,26.81
Ks 8h 2d,KdKc,0.442,95.97
Ks 8h 2d,KdTd,0.050,65.68
Ks 8h 2d,KdJd,0.565,67.20
Ks 8h 2d,KdQd,0.825,68.61
Ks 8h 2d,AdKc,0.487,79.25
Ks 8h 2d,AdAc,0.120,82.29
Ks 8h 2d,Ad4d,0.180,31.10
Ks 8h 2d,Ad5d,0.515,31.19
Ks 8h 2d,Ad8d,0.090,50.22
Ks 8h 2d,Ad9d,0.104,33.29
Ks 8h 2d,AdTd,0.780,35.71
Ks 8h 2d,AdJd,0.775,37.93
Ks 8h 2d,AdQd,0.930,40.77
Ks 8h 2d,AdKd,0.425,80.32
Ks 8h 2d,AdKh,0.487,79.54
Ks 8h 2d,2h2c,0.056,90.29
Ks 8h 2d,3h3c,0.138,34.14
Ks 8h 2d,3h3d,0.138,34.26
Ks 8h 2d,4h4c,0.163,34.22
Ks 8h 2d,4h4d,0.163,34.35
Ks 8h 2d,5h5c,0.130,33.64
Ks 8h 2d,5h5d,0.130,33.81
Ks 8h 2d,6h6c,0.330,35.07
Ks 8h 2d,6h6d,0.330,35.24
Ks 8h 2d,6h5h,0.095,18.30
Ks 8h 2d,7h7c,0.345,36.72
Ks 8h 2d,7h7d,0.345,36.84
Ks 8h 2d,7h6h,0.165,20.18
Ks 8h 2d,9h9c,0.420,41.23
Ks 8h 2d,9h9d,0.420,41.39
Ks 8h 2d,ThTc,0.440,41.62
Ks 8h 2d,ThTd,0.440,41.80
Ks 8h 2d,Th9h,0.225,22.09
Ks 8h 2d,JhJc,0.635,43.94
Ks 8h 2d,JhJd,0.635,44.14
Ks 8h 2d,JhTh,0.180,23.22
Ks 8h 2d,QhQc,0.870,48.28
Ks 8h 2d,QhQd,0.870,48.53
Ks 8h 2d,QhTh,0.050,24.41
Ks 8h 2d,QhJh,0.155,26.78
Ks 8h 2d,KhKc,0.442,95.97
Ks 8h 2d,KhKd,0.442,96.17
Ks 8h 2d,KhTh,0.050,65.59
Ks 8h 2d,KhJh,0.565,67.12
Ks 8h 2d,KhQh,0.825,68.57
Ks 8h 2d,AhKc,0.487,79.16
Ks 8h 2d,AhAc,0.120,82.23
Ks 8h 2d,AhKd,0.487,79.46
Ks 8h 2d,AhAd,0.120,82.68
Ks 8h 2d,Ah4h,0.180,31.21
Ks 8h 2d,Ah5h,0.515,31.30
Ks 8h 2d,Ah9h,0.104,33.33
Ks 8h 2d,AhTh,0.780,35.84
Ks 8h 2d,AhJh,0.775,38.07
Ks 8h 2d,AhQh,0.930,40.88
Ks 8h 2d,AhKh,0.425,80.15
Ks 8h 2d,2s2c,0.056,90.29
Ks 8h 2d,2s2h,0.056,90.31
Ks 8h 2d,3s3c,0.138,34.07
Ks 8h 2d,3s3d,0.138,34.19
Ks 8h 2d,3s3h,0.138,34.18
Ks 8h 2d,4s4c,0.163,34.04
Ks 8h 2d,4s4d,0.163,34.17
Ks 8h 2d,4s4h,0.163,34.16
Ks 8h 2d,5s5c,0.130,33.56
Ks 8h 2d,5s5d,0.130,33.73
Ks 8h 2d,5s5h,0.130,33.72
Ks 8h 2d,6s6c,0.330,35.02
Ks 8h 2d,6s6d,0.330,35.19
Ks 8h 2d,6s6h,0.330,35.18
Ks 8h 2d,6s5s,0.095,18.40
Ks 8h 2d,7s7c,0.345,36.87
Ks 8h 2d,7s7d,0.345,36.99
Ks 8h 2d,7s7h,0.345,36.73
Ks 8h 2d,7s6s,0.165,20.39
Ks 8h 2d,8s8c,0.385,90.31
Ks 8h 2d,8s8d,0.385,90.36
Ks 8h 2d,8s7s,0.180,46.53
Ks 8h 2d,9s9c,0.420,41.02
Ks 8h 2d,9s9d,0.420,41.18
Ks 8h 2d,9s9h,0.420,41.35
Ks 8h 2d,9s8s,0.144,47.47
Ks 8h 2d,TsTc,0.440,41.33
Ks 8h 2d,TsTd,0.440,41.51
Ks 8h 2d,TsTh,0.440,41.50
Ks 8h 2d,Ts9s,0.225,22.18
Ks 8h 2d,JsJc,0.635,43.95
Ks 8h 2d,JsJd,0.635,44.15
Ks 8h 2d,JsJh,0.635,44.16
Ks 8h 2d,JsTs,0.180,23.33
Ks 8h 2d,QsQc,0.870,48.23
Ks 8h 2d,QsQd,0.870,48.48
Ks 8h 2d,QsQh,0.870,48.57
Ks 8h 2d,QsTs,0.050,24.53
Ks 8h 2d,QsJs,0.155,27.10
Ks 8h 2d,AsKc,0.487,78.83
Ks 8h 2d,AsAc,0.120,82.22
Ks 8h 2d,AsKd,0.487,79.13
Ks 8h 2d,AsAd,0.120,82.66
Ks 8h 2d,AsKh,0.487,79.12
Ks 8h 2d,AsAh,0.120,82.60
Ks 8h 2d,As4s,0.180,30.96
Ks 8h 2d,As5s,0.515,31.10
Ks 8h 2d,As8s,0.090,49.71
Ks 8h 2d,As9s,0.104,33.25
Ks 8h 2d,AsTs,0.780,35.51
Ks 8h 2d,AsJs,0.775,37.91
Ks 8h 2d,AsQs,0.930,40.73
Ks 8h 6d,6c5c,0.095,39.92
Ks 8h 6d,7c6c,0.165,42.14
Ks 8h 6d,8c7c,0.180,44.88
Ks 8h 6d,9c8c,0.144,44.47
Ks 8h 6d,Tc9c,0.225,27.27
Ks 8h 6d,JcTc,0.180,15.88
Ks 8h 6d,QcTc,0.050,18.02
Ks 8h 6d,QcJc,0.155,19.10
Ks 8h 6d,KcTc,0.050,61.83
Ks 8h 6d,KcJc,0.565,62.36
Ks 8h 6d,KcQc,0.825,63.76
Ks 8h 6d,Ac4c,0.180,23.15
Ks 8h 6d,Ac5c,0.515,24.30
Ks 8h 6d,Ac8c,0.090,44.44
Ks 8h 6d,Ac9c,0.104,28.61
Ks 8h 6d,AcTc,0.780,30.09
Ks 8h 6d,AcJc,0.775,31.19
Ks 8h 6d,AcQc,0.930,34.09
Ks 8h 6d,AcKc,0.425,75.87
Ks 8h 6d,AcKd,0.487,76.34
Ks 8h 6d,AcKh,0.487,76.42
Ks 8h 6d,2d2c,0.056,28.96
Ks 8h 6d,3d3c,0.138,29.36
Ks 8h 6d,4d4c,0.163,30.45
Ks 8h 6d,5d5c,0.130,31.47
Ks 8h 6d,7d7c,0.345,38.97
Ks 8h 6d,8d8c,0.385,89.40
Ks 8h 6d,8d7d,0.180,47.86
Ks 8h 6d,9d9c,0.420,41.12
Ks 8h 6d,9d8d,0.144,47.21
Ks 8h 6d,TdTc,0.440,40.57
Ks 8h 6d,Td9d,0.225,30.30
Ks 8h 6d,JdJc,0.635,41.47
Ks 8h 6d,JdTd,0.180,19.48
Ks 8h 6d,QdQc,0.870,45.73
Ks 8h 6d,QdTd,0.050,21.61
Ks 8h 6d,QdJd,0.155,22.66
Ks 8h 6d,KdKc,0.442,94.91
Ks 8h 6d,KdTd,0.050,64.01
Ks 8h 6d,KdJd,0.565,64.55
Ks 8h 6d,KdQd,0.825,65.97
Ks 8h 6d,AdKc,0.487,76.48
Ks 8h 6d,AdAc,0.120,79.40
Ks 8h 6d,Ad4d,0.180,26.86
Ks 8h 6d,Ad5d,0.515,27.84
Ks 8h 6d,Ad8d,0.090,47.56
Ks 8h 6d,Ad9d,0.104,32.12
Ks 8h 6d,AdTd,0.780,33.56
Ks 8h 6d,AdJd,0.775,34.64
Ks 8h 6d,AdQd,0.930,37.44
Ks 8h 6d,AdKd,0.425,77.55
Ks 8h 6d,AdKh,0.487,76.77
Ks 8h 6d,2h2c,0.056,28.96
Ks 8h 6d,2h2d,0.056,29.08
Ks 8h 6d,3h3c,0.138,29.36
Ks 8h 6d,3h3d,0.138,29.47
Ks 8h 6d,4h4c,0.163,30.45
Ks 8h 6d,4h4d,0.163,30.57
Ks 8h 6d,5h5c,0.130,31.71
Ks 8h 6d,5h5d,0.130,31.59
Ks 8h 6d,6h6c,0.330,89.22
Ks 8h 6d,6h5h,0.095,42.92
Ks 8h 6d,7h7c,0.345,38.37
Ks 8h 6d,7h7d,0.345,38.83
Ks 8h 6d,7h6h,0.165,44.73
Ks 8h 6d,9h9c,0.420,41.30
Ks 8h 6d,9h9d,0.420,41.45
Ks 8h 6d,ThTc,0.440,40.58
Ks 8h 6d,ThTd,0.440,40.75
Ks 8h 6d,Th9h,0.225,30.34
Ks 8h 6d,JhJc,0.635,41.50
Ks 8h 6d,JhJd,0.635,41.68
Ks 8h 6d,JhTh,0.180,19.50
Ks 8h 6d,QhQc,0.870,45.77
Ks 8h 6d,QhQd,0.870,46.08
Ks 8h 6d,QhTh,0.050,21.62
Ks 8h 6d,QhJh,0.155,22.67
Ks 8h 6d,KhKc,0.442,94.91
Ks 8h 6d,KhKd,0.442,95.11
Ks 8h 6d,KhTh,0.050,64.06
Ks 8h 6d,KhJh,0.565,64.62
Ks 8h 6d,KhQh,0.825,66.06
Ks 8h 6d,AhKc,0.487,76.47
Ks 8h 6d,AhAc,0.120,79.39
Ks 8h 6d,AhKd,0.487,76.68
Ks 8h 6d,AhAd,0.120,79.79
Ks 8h 6d,Ah4h,0.180,26.87
Ks 8h 6d,Ah5h,0.515,27.97
Ks 8h 6d,Ah9h,0.104,32.07
Ks 8h 6d,AhTh,0.780,33.57
Ks 8h 6d,AhJh,0.775,34.65
Ks 8h 6d,AhQh,0.930,37.43
Ks 8h 6d,AhKh,0.425,77.61
Ks 8h 6d,2s2c,0.056,28.94
Ks 8h 6d,2s2d,0.056,29.06
Ks 8h 6d,2s2h,0.056,29.06
Ks 8h 6d,3s3c,0.138,29.30
Ks 8h 6d,3s3d,0.138,29.41
Ks 8h 6d,3s3h,0.138,29.41
Ks 8h 6d,4s4c,0.163,30.29
Ks 8h 6d,4s4d,0.163,30.41
Ks 8h 6d,4s4h,0.163,30.41
Ks 8h 6d,5s5c,0.130,31.63
Ks 8h 6d,5s5d,0.130,31.51
Ks 8h 6d,5s5h,0.130,31.75
Ks 8h 6d,6s6c,0.330,89.22
Ks 8h 6d,6s6h,0.330,89.29
Ks 8h 6d,6s5s,0.095,42.90
Ks 8h 6d,7s7c,0.345,38.52
Ks 8h 6d,7s7d,0.345,38.98
Ks 8h 6d,7s7h,0.345,38.38
Ks 8h 6d,7s6s,0.165,44.95
Ks 8h 6d,8s8c,0.385,89.40
Ks 8h 6d,8s8d,0.385,89.45
Ks 8h 6d,8s7s,0.180,47.68
Ks 8h 6d,9s9c,0.420,41.09
Ks 8h 6d,9s9d,0.420,41.24
Ks 8h 6d,9s9h,0.420,41.42
Ks 8h 6d,9s8s,0.144,47.45
Ks 8h 6d,TsTc,0.440,40.29
Ks 8h 6d,TsTd,0.440,40.46
Ks 8h 6d,TsTh,0.440,40.47
Ks 8h 6d,Ts9s,0.225,30.41
Ks 8h 6d,JsJc,0.635,41.51
Ks 8h 6d,JsJd,0.635,41.69
Ks 8h 6d,JsJh,0.635,41.71
Ks 8h 6d,JsTs,0.180,19.63
Ks 8h 6d,QsQc,0.870,45.71
Ks 8h 6d,QsQd,0.870,46.01
Ks 8h 6d,QsQh,0.870,46.05
Ks 8h 6d,QsTs,0.050,21.75
Ks 8h 6d,QsJs,0.155,22.97
Ks 8h 6d,AsKc,0.487,76.17
Ks 8h 6d,AsAc,0.120,79.41
Ks 8h 6d,AsKd,0.487,76.37
Ks 8h 6d,AsAd,0.120,79.80
Ks 8h 6d,AsKh,0.487,76.45
Ks 8h 6d,AsAh,0.120,79.79
Ks 8h 6d,As4s,0.180,26.68
Ks 8h 6d,As5s,0.515,27.82
Ks 8h 6d,As8s,0.090,47.40
Ks 8h 6d,As9s,0.104,32.00
Ks 8h 6d,AsTs,0.780,33.30
Ks 8h 6d,AsJs,0.775,34.51
Ks 8h 6d,AsQs,0.930,37.31
