Flop,Hand,Weight OOP,OOP Equity,BET 359.2% freq,BET 100% freq,BET 75.1% freq,BET 49.8% freq,BET 35.1% freq,BET 20% freq,CHECK freq
4s 4h 2d,5c4c,0.300,93.97,0.00,0.00,40.90,17.24,0.00,0.00,41.86
4s 4h 2d,6c5c,0.525,28.19,0.00,0.00,47.31,18.97,0.00,0.00,33.72
4s 4h 2d,7c6c,0.420,16.40,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,8c7c,0.450,16.32,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,9c8c,0.225,16.32,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Tc9c,0.380,17.67,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Jc8c,0.020,18.24,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Jc9c,0.050,18.74,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,JcTc,0.345,19.17,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Qc6c,0.075,20.57,0.00,0.00,45.62,7.79,0.00,0.00,46.59
4s 4h 2d,Qc8c,0.120,20.06,0.00,0.00,16.65,12.01,0.00,0.00,71.34
4s 4h 2d,Qc9c,0.125,20.58,0.00,0.00,38.64,18.01,0.00,0.00,43.35
4s 4h 2d,QcTc,0.345,20.80,0.00,0.00,12.26,6.17,0.00,0.00,81.57
4s 4h 2d,QcJc,0.650,21.72,0.00,0.00,20.14,12.36,0.01,0.00,67.49
4s 4h 2d,Kc3c,0.100,22.05,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Kc4c,0.310,92.87,0.00,0.00,44.30,43.56,0.00,0.00,12.14
4s 4h 2d,Kc5c,0.120,22.31,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Kc6c,0.065,21.95,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Kc7c,0.140,21.03,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Kc9c,0.010,22.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,KcTc,0.400,22.25,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,KcJc,0.100,24.09,0.00,0.00,25.47,12.00,0.00,0.00,62.53
4s 4h 2d,KcQc,0.170,27.55,0.00,0.00,42.82,33.53,0.00,0.00,23.65
4s 4h 2d,KcJd,0.170,23.93,0.00,0.00,0.52,0.00,0.00,0.00,99.48
4s 4h 2d,KcQd,0.240,27.31,0.00,0.00,55.93,23.05,0.00,0.00,21.02
4s 4h 2d,KcJh,0.170,23.95,0.00,0.00,3.78,0.00,0.00,0.00,96.22
4s 4h 2d,KcQh,0.240,27.32,0.00,0.00,54.97,23.60,0.00,0.00,21.43
4s 4h 2d,KcJs,0.170,23.95,0.00,0.00,3.78,0.00,0.00,0.00,96.22
4s 4h 2d,KcQs,0.240,27.32,0.00,0.00,54.97,23.60,0.00,0.00,21.43
4s 4h 2d,Ac2c,0.320,47.39,0.00,0.00,61.67,6.63,0.00,0.00,31.70
4s 4h 2d,Ac3c,0.245,39.06,0.00,0.00,39.55,37.04,0.00,0.00,23.41
4s 4h 2d,Ac4c,0.165,93.08,0.00,0.00,41.53,26.10,0.00,0.00,32.37
4s 4h 2d,Ac5c,0.190,39.32,0.00,0.00,53.85,29.74,0.00,0.00,16.41
4s 4h 2d,Ac7c,0.030,29.90,0.00,0.00,6.62,0.00,0.00,0.00,93.38
4s 4h 2d,Ac8c,0.060,30.65,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Ac9c,0.075,31.56,0.00,0.00,5.44,0.00,0.00,0.00,94.56
4s 4h 2d,AcTc,0.175,33.49,0.00,0.00,21.58,2.20,0.00,0.00,76.22
4s 4h 2d,AcJc,0.255,36.80,0.00,0.00,34.92,8.59,0.00,0.00,56.49
4s 4h 2d,AcQc,0.525,41.08,0.00,0.00,41.90,30.81,0.00,0.00,27.29
4s 4h 2d,AcKc,1.000,46.45,0.00,0.00,44.00,16.40,0.00,0.00,39.59
4s 4h 2d,Ac4d,0.045,93.25,0.00,0.00,44.03,23.14,0.00,0.00,32.82
4s 4h 2d,Ac5d,0.135,39.33,0.00,0.00,48.91,37.73,0.00,0.00,13.37
4s 4h 2d,Ac8d,0.090,30.74,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Ac9d,0.020,31.65,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AcTd,0.140,33.39,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AcJd,0.005,36.78,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AcKd,0.575,46.69,0.00,0.00,35.80,21.62,0.01,0.00,42.58
4s 4h 2d,Ac5h,0.135,39.34,0.00,0.00,51.64,40.36,0.00,0.00,8.01
4s 4h 2d,Ac8h,0.090,30.75,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Ac9h,0.020,31.66,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AcTh,0.140,33.40,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AcJh,0.005,36.80,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AcKh,0.575,46.70,0.00,0.00,35.25,20.91,0.00,0.00,43.85
4s 4h 2d,Ac5s,0.135,39.34,0.00,0.00,51.64,40.36,0.00,0.00,8.01
4s 4h 2d,Ac8s,0.090,30.75,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Ac9s,0.020,31.66,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AcTs,0.140,33.40,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AcJs,0.005,36.80,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AcKs,0.575,46.70,0.00,0.00,35.25,20.91,0.00,0.00,43.85
4s 4h 2d,5d4d,0.300,94.06,0.00,0.00,40.72,24.35,0.00,0.00,34.92
4s 4h 2d,6d5d,0.525,30.80,0.00,0.00,38.17,31.88,0.00,0.00,29.95
4s 4h 2d,7d6d,0.420,19.54,0.00,0.00,2.04,1.59,0.00,0.00,96.37
4s 4h 2d,8d7d,0.450,19.54,0.00,0.00,0.00,2.53,0.00,0.00,97.47
4s 4h 2d,9d8d,0.225,19.63,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,TdTc,0.035,61.72,0.00,0.00,22.73,29.67,0.00,0.00,47.60
4s 4h 2d,Td9d,0.380,21.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,JdJc,0.130,68.39,0.00,0.00,49.68,23.16,0.00,0.00,27.16
4s 4h 2d,Jd8d,0.020,21.60,0.00,0.00,0.00,5.15,0.00,0.00,94.85
4s 4h 2d,Jd9d,0.050,22.11,0.00,0.00,0.00,23.65,0.00,0.00,76.35
4s 4h 2d,JdTd,0.345,22.57,0.00,0.00,0.00,2.05,0.00,0.00,97.95
4s 4h 2d,QdQc,0.655,78.14,0.00,0.01,47.14,28.91,0.00,0.00,23.93
4s 4h 2d,Qd6d,0.075,23.86,0.00,0.00,92.61,0.00,0.00,0.00,7.39
4s 4h 2d,Qd8d,0.120,23.44,0.00,0.00,60.26,16.98,0.00,0.00,22.76
4s 4h 2d,Qd9d,0.125,23.96,0.00,0.00,49.84,24.82,0.00,0.00,25.34
4s 4h 2d,QdTd,0.345,24.22,0.00,0.00,32.88,36.50,0.00,0.00,30.63
4s 4h 2d,QdJd,0.650,25.17,0.00,0.00,48.42,30.84,0.01,0.00,20.73
4s 4h 2d,KdJc,0.170,23.91,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,KdQc,0.240,27.34,0.00,0.00,47.79,29.37,0.00,0.00,22.84
4s 4h 2d,KdKc,1.000,85.84,0.00,0.00,56.78,21.89,0.00,0.00,21.33
4s 4h 2d,Kd3d,0.100,25.17,0.00,0.00,75.72,4.37,0.00,0.00,19.91
4s 4h 2d,Kd4d,0.310,93.15,0.00,0.00,40.73,40.32,0.00,0.00,18.95
4s 4h 2d,Kd5d,0.120,25.47,0.00,0.00,69.17,0.00,0.00,0.00,30.83
4s 4h 2d,Kd6d,0.065,25.18,0.00,0.00,81.92,0.00,0.00,0.00,18.08
4s 4h 2d,Kd7d,0.140,24.33,0.00,0.00,40.02,7.62,0.00,0.00,52.37
4s 4h 2d,Kd9d,0.010,25.32,0.00,0.00,28.15,47.41,0.00,0.00,24.44
4s 4h 2d,KdTd,0.400,25.61,0.00,0.00,11.03,17.36,0.00,0.00,71.60
4s 4h 2d,KdJd,0.100,27.41,0.00,0.00,60.68,35.41,0.00,0.00,3.92
4s 4h 2d,KdQd,0.170,30.78,0.00,0.00,62.08,19.16,0.00,0.00,18.76
4s 4h 2d,KdJh,0.170,24.07,0.00,0.00,1.56,4.13,0.00,0.00,94.32
4s 4h 2d,KdQh,0.240,27.49,0.00,0.00,43.26,34.24,0.00,0.00,22.50
4s 4h 2d,KdJs,0.170,24.07,0.00,0.00,1.56,4.13,0.00,0.00,94.32
4s 4h 2d,KdQs,0.240,27.49,0.00,0.00,43.26,34.24,0.00,0.00,22.50
4s 4h 2d,Ad4c,0.045,93.49,0.00,0.00,50.21,13.65,0.00,0.00,36.15
4s 4h 2d,Ad5c,0.135,39.39,0.00,0.00,32.26,44.71,0.00,0.00,23.03
4s 4h 2d,Ad8c,0.090,30.75,0.00,0.00,37.73,2.25,0.00,0.00,60.02
4s 4h 2d,Ad9c,0.020,31.66,0.00,0.00,100.00,0.00,0.00,0.00,0.00
4s 4h 2d,AdTc,0.140,33.40,0.00,0.00,16.14,1.19,0.00,0.00,82.66
4s 4h 2d,AdJc,0.005,36.82,0.00,0.00,9.26,2.46,0.00,0.00,88.29
4s 4h 2d,AdKc,0.575,46.81,0.00,0.00,39.68,26.17,0.00,0.00,34.15
4s 4h 2d,AdAc,1.000,92.37,0.00,0.00,39.06,32.51,0.00,0.00,28.42
4s 4h 2d,Ad3d,0.245,41.68,0.00,0.00,29.91,41.22,0.00,0.00,28.87
4s 4h 2d,Ad4d,0.165,93.55,0.00,0.00,41.18,14.60,0.00,0.00,44.22
4s 4h 2d,Ad5d,0.190,41.96,0.00,0.00,37.01,47.81,0.00,0.00,15.18
4s 4h 2d,Ad7d,0.030,33.03,0.00,0.00,60.78,0.00,0.00,0.00,39.22
4s 4h 2d,Ad8d,0.060,33.77,0.00,0.00,62.42,2.33,0.00,0.00,35.25
4s 4h 2d,Ad9d,0.075,34.67,0.00,0.00,45.86,16.02,0.00,0.00,38.12
4s 4h 2d,AdTd,0.175,36.53,0.00,0.00,35.08,23.74,0.00,0.00,41.18
4s 4h 2d,AdJd,0.255,39.76,0.00,0.00,33.34,24.33,0.00,0.00,42.33
4s 4h 2d,AdQd,0.525,43.93,0.00,0.00,39.05,32.97,0.00,0.01,27.97
4s 4h 2d,AdKd,1.000,49.03,0.00,0.00,43.21,20.60,0.00,0.02,36.17
4s 4h 2d,Ad5h,0.135,39.51,0.00,0.00,34.13,42.32,0.00,0.00,23.55
4s 4h 2d,Ad8h,0.090,30.89,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Ad9h,0.020,31.81,0.00,0.00,27.66,0.00,0.00,0.00,72.34
4s 4h 2d,AdTh,0.140,33.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AdJh,0.005,37.03,0.00,0.00,37.03,15.72,0.00,0.00,47.25
4s 4h 2d,AdKh,0.575,47.05,0.00,0.00,27.14,27.22,0.00,0.00,45.64
4s 4h 2d,Ad5s,0.135,39.51,0.00,0.00,34.13,42.32,0.00,0.00,23.55
4s 4h 2d,Ad8s,0.090,30.89,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Ad9s,0.020,31.81,0.00,0.00,27.66,0.00,0.00,0.00,72.34
4s 4h 2d,AdTs,0.140,33.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AdJs,0.005,37.03,0.00,0.00,37.03,15.72,0.00,0.00,47.25
4s 4h 2d,AdKs,0.575,47.05,0.00,0.00,27.14,27.22,0.00,0.00,45.64
4s 4h 2d,6h5h,0.525,31.19,0.00,0.00,34.32,33.47,0.00,0.00,32.21
4s 4h 2d,7h6h,0.420,20.02,0.00,0.00,17.38,2.74,0.00,0.00,79.88
4s 4h 2d,8h7h,0.450,20.01,0.00,0.00,0.00,3.28,0.00,0.00,96.72
4s 4h 2d,9h8h,0.225,20.09,0.00,0.00,0.00,1.73,0.00,0.00,98.27
4s 4h 2d,ThTc,0.035,61.74,0.00,0.00,23.22,28.52,0.00,0.00,48.26
4s 4h 2d,ThTd,0.035,61.83,0.00,0.00,16.78,0.00,0.00,0.00,83.22
4s 4h 2d,Th9h,0.380,21.46,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,JhJc,0.130,68.42,0.00,0.00,42.96,26.58,0.00,0.00,30.47
4s 4h 2d,JhJd,0.130,68.54,0.00,0.00,37.52,1.67,0.03,0.00,60.78
4s 4h 2d,Jh8h,0.020,22.06,0.00,0.00,4.16,10.88,0.00,0.00,84.96
4s 4h 2d,Jh9h,0.050,22.57,0.00,0.00,2.58,25.87,0.00,0.00,71.55
4s 4h 2d,JhTh,0.345,23.03,0.00,0.00,0.00,12.31,0.00,0.00,87.69
4s 4h 2d,QhQc,0.655,78.18,0.00,0.01,49.03,28.33,0.00,0.00,22.62
4s 4h 2d,QhQd,0.655,78.32,0.00,0.00,44.53,33.93,0.00,0.00,21.54
4s 4h 2d,Qh6h,0.075,24.32,0.00,0.00,87.42,0.00,0.00,0.00,12.58
4s 4h 2d,Qh8h,0.120,23.90,0.00,0.00,60.23,15.73,0.00,0.00,24.04
4s 4h 2d,Qh9h,0.125,24.42,0.00,0.00,48.54,24.39,0.00,0.00,27.08
4s 4h 2d,QhTh,0.345,24.68,0.00,0.00,29.43,38.72,0.00,0.00,31.86
4s 4h 2d,QhJh,0.650,25.63,0.00,0.00,48.40,32.90,0.00,0.00,18.69
4s 4h 2d,KhJc,0.170,23.93,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,KhQc,0.240,27.34,0.00,0.00,46.40,27.92,0.00,0.00,25.68
4s 4h 2d,KhKc,1.000,85.87,0.00,0.00,55.68,23.31,0.00,0.00,21.01
4s 4h 2d,KhJd,0.170,24.07,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,KhQd,0.240,27.49,0.00,0.00,45.87,31.73,0.00,0.00,22.40
4s 4h 2d,KhKd,1.000,86.01,0.00,0.00,52.67,26.77,0.00,0.00,20.56
4s 4h 2d,Kh3h,0.100,25.62,0.00,0.00,82.67,2.91,0.00,0.00,14.42
4s 4h 2d,Kh5h,0.120,25.93,0.00,0.00,74.88,0.00,0.00,0.00,25.12
4s 4h 2d,Kh6h,0.065,25.63,0.00,0.00,82.56,0.00,0.00,0.00,17.44
4s 4h 2d,Kh7h,0.140,24.79,0.00,0.00,48.05,6.24,0.00,0.00,45.71
4s 4h 2d,Kh9h,0.010,25.77,0.00,0.00,32.65,43.73,0.00,0.00,23.63
4s 4h 2d,KhTh,0.400,26.06,0.00,0.00,15.50,26.22,0.00,0.00,58.28
4s 4h 2d,KhJh,0.100,27.86,0.00,0.00,63.13,34.22,0.00,0.00,2.65
4s 4h 2d,KhQh,0.170,31.25,0.00,0.00,64.74,14.33,0.00,0.00,20.93
4s 4h 2d,KhJs,0.170,24.09,0.00,0.00,0.00,1.44,0.00,0.00,98.56
4s 4h 2d,KhQs,0.240,27.50,0.00,0.00,44.14,31.89,0.00,0.00,23.97
4s 4h 2d,Ah4c,0.045,93.33,0.00,0.00,53.62,3.81,0.00,0.00,42.57
4s 4h 2d,Ah5c,0.135,39.32,0.00,0.00,34.79,43.29,0.00,0.00,21.93
4s 4h 2d,Ah8c,0.090,30.68,0.00,0.00,29.07,2.60,0.00,0.00,68.32
4s 4h 2d,Ah9c,0.020,31.58,0.00,0.00,85.33,0.00,0.00,0.00,14.67
4s 4h 2d,AhTc,0.140,33.30,0.00,0.00,10.28,0.97,0.00,0.00,88.75
4s 4h 2d,AhJc,0.005,36.70,0.00,0.00,0.00,2.77,0.00,0.00,97.23
4s 4h 2d,AhKc,0.575,46.62,0.00,0.00,40.37,23.26,0.00,0.00,36.36
4s 4h 2d,AhAc,1.000,92.10,0.00,0.00,36.60,32.73,0.00,0.00,30.67
4s 4h 2d,Ah4d,0.045,93.34,0.00,0.00,55.36,2.56,0.00,0.00,42.08
4s 4h 2d,Ah5d,0.135,39.44,0.00,0.00,33.40,38.96,0.00,0.00,27.64
4s 4h 2d,Ah8d,0.090,30.80,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Ah9d,0.020,31.71,0.00,0.00,23.05,0.00,0.00,0.00,76.94
4s 4h 2d,AhTd,0.140,33.46,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AhJd,0.005,36.89,0.00,0.00,21.32,26.74,0.00,0.00,51.94
4s 4h 2d,AhKd,0.575,46.85,0.00,0.00,32.53,27.07,0.00,0.00,40.40
4s 4h 2d,AhAd,1.000,92.37,0.00,0.00,38.43,27.68,0.00,0.00,33.89
4s 4h 2d,Ah2h,0.320,49.98,0.00,0.00,35.36,18.11,0.00,0.00,46.53
4s 4h 2d,Ah3h,0.245,41.89,0.00,0.00,26.58,49.02,0.00,0.00,24.40
4s 4h 2d,Ah5h,0.190,42.18,0.00,0.00,35.22,56.33,0.00,0.00,8.45
4s 4h 2d,Ah7h,0.030,33.32,0.00,0.00,60.41,0.00,0.00,0.00,39.59
4s 4h 2d,Ah8h,0.060,34.06,0.00,0.00,61.27,6.08,0.00,0.00,32.65
4s 4h 2d,Ah9h,0.075,34.96,0.00,0.00,45.02,19.07,0.00,0.00,35.91
4s 4h 2d,AhTh,0.175,36.81,0.00,0.00,33.08,29.27,0.00,0.00,37.66
4s 4h 2d,AhJh,0.255,40.04,0.00,0.00,32.87,23.63,0.00,0.00,43.50
4s 4h 2d,AhQh,0.525,44.22,0.00,0.00,38.84,34.84,0.01,0.00,26.31
4s 4h 2d,AhKh,1.000,49.38,0.00,0.00,41.09,21.57,0.00,0.00,37.34
4s 4h 2d,Ah5s,0.135,39.45,0.00,0.00,36.31,39.93,0.00,0.00,23.77
4s 4h 2d,Ah8s,0.090,30.81,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,Ah9s,0.020,31.72,0.00,0.00,12.28,0.00,0.00,0.00,87.72
4s 4h 2d,AhTs,0.140,33.47,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AhJs,0.005,36.90,0.00,0.00,29.51,26.44,0.00,0.00,44.05
4s 4h 2d,AhKs,0.575,46.86,0.00,0.00,28.36,25.92,0.00,0.00,45.73
4s 4h 2d,6s5s,0.525,31.19,0.00,0.00,34.32,33.47,0.00,0.00,32.21
4s 4h 2d,7s6s,0.420,20.02,0.00,0.00,17.38,2.74,0.00,0.00,79.88
4s 4h 2d,8s7s,0.450,20.01,0.00,0.00,0.00,3.28,0.00,0.00,96.72
4s 4h 2d,9s8s,0.225,20.09,0.00,0.00,0.00,1.73,0.00,0.00,98.27
4s 4h 2d,TsTc,0.035,61.74,0.00,0.00,23.22,28.52,0.00,0.00,48.26
4s 4h 2d,TsTd,0.035,61.83,0.00,0.00,16.78,0.00,0.00,0.00,83.22
4s 4h 2d,TsTh,0.035,61.85,0.00,0.00,9.54,0.00,0.00,0.00,90.46
4s 4h 2d,Ts9s,0.380,21.46,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,JsJc,0.130,68.42,0.00,0.00,42.96,26.58,0.00,0.00,30.47
4s 4h 2d,JsJd,0.130,68.54,0.00,0.00,37.52,1.68,0.03,0.00,60.78
4s 4h 2d,JsJh,0.130,68.57,0.00,0.00,32.13,0.00,0.00,0.00,67.87
4s 4h 2d,Js8s,0.020,22.06,0.00,0.00,4.16,10.88,0.00,0.00,84.96
4s 4h 2d,Js9s,0.050,22.57,0.00,0.00,2.58,25.87,0.00,0.00,71.55
4s 4h 2d,JsTs,0.345,23.03,0.00,0.00,0.00,12.31,0.00,0.00,87.69
4s 4h 2d,QsQc,0.655,78.18,0.00,0.01,49.03,28.33,0.00,0.00,22.62
4s 4h 2d,QsQd,0.655,78.32,0.00,0.00,44.53,33.93,0.00,0.00,21.54
4s 4h 2d,QsQh,0.655,78.36,0.00,0.00,45.20,34.65,0.01,0.01,20.12
4s 4h 2d,Qs6s,0.075,24.32,0.00,0.00,87.42,0.00,0.00,0.00,12.58
4s 4h 2d,Qs8s,0.120,23.90,0.00,0.00,60.23,15.73,0.00,0.00,24.04
4s 4h 2d,Qs9s,0.125,24.42,0.00,0.00,48.54,24.39,0.00,0.00,27.08
4s 4h 2d,QsTs,0.345,24.68,0.00,0.00,29.43,38.72,0.00,0.00,31.86
4s 4h 2d,QsJs,0.650,25.63,0.00,0.00,48.40,32.90,0.00,0.00,18.69
4s 4h 2d,KsJc,0.170,23.93,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,KsQc,0.240,27.34,0.00,0.00,46.40,27.92,0.00,0.00,25.68
4s 4h 2d,KsKc,1.000,85.87,0.00,0.00,55.68,23.31,0.00,0.00,21.01
4s 4h 2d,KsJd,0.170,24.07,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,KsQd,0.240,27.49,0.00,0.00,45.87,31.73,0.00,0.00,22.40
4s 4h 2d,KsKd,1.000,86.01,0.00,0.00,52.67,26.77,0.00,0.00,20.56
4s 4h 2d,KsJh,0.170,24.09,0.00,0.00,0.00,1.44,0.00,0.00,98.56
4s 4h 2d,KsQh,0.240,27.50,0.00,0.00,44.14,31.89,0.00,0.00,23.97
4s 4h 2d,KsKh,1.000,86.05,0.00,0.00,51.48,28.01,0.01,0.01,20.49
4s 4h 2d,Ks3s,0.100,25.62,0.00,0.00,82.67,2.91,0.00,0.00,14.42
4s 4h 2d,Ks5s,0.120,25.93,0.00,0.00,74.88,0.00,0.00,0.00,25.12
4s 4h 2d,Ks6s,0.065,25.63,0.00,0.00,82.56,0.00,0.00,0.00,17.44
4s 4h 2d,Ks7s,0.140,24.79,0.00,0.00,48.05,6.24,0.00,0.00,45.71
4s 4h 2d,Ks9s,0.010,25.77,0.00,0.00,32.65,43.73,0.00,0.00,23.63
4s 4h 2d,KsTs,0.400,26.06,0.00,0.00,15.50,26.22,0.00,0.00,58.28
4s 4h 2d,KsJs,0.100,27.86,0.00,0.00,63.13,34.22,0.00,0.00,2.65
4s 4h 2d,KsQs,0.170,31.25,0.00,0.00,64.74,14.33,0.00,0.00,20.93
4s 4h 2d,As4c,0.045,93.33,0.00,0.00,53.62,3.81,0.00,0.00,42.57
4s 4h 2d,As5c,0.135,39.32,0.00,0.00,34.79,43.29,0.00,0.00,21.93
4s 4h 2d,As8c,0.090,30.68,0.00,0.00,29.07,2.60,0.00,0.00,68.32
4s 4h 2d,As9c,0.020,31.58,0.00,0.00,85.32,0.00,0.00,0.00,14.68
4s 4h 2d,AsTc,0.140,33.30,0.00,0.00,10.28,0.97,0.00,0.00,88.75
4s 4h 2d,AsJc,0.005,36.70,0.00,0.00,0.00,2.77,0.00,0.00,97.23
4s 4h 2d,AsKc,0.575,46.62,0.00,0.00,40.37,23.26,0.00,0.00,36.36
4s 4h 2d,AsAc,1.000,92.10,0.00,0.00,36.60,32.73,0.00,0.00,30.67
4s 4h 2d,As4d,0.045,93.34,0.00,0.00,55.36,2.56,0.00,0.00,42.08
4s 4h 2d,As5d,0.135,39.44,0.00,0.00,33.40,38.96,0.00,0.00,27.64
4s 4h 2d,As8d,0.090,30.80,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,As9d,0.020,31.71,0.00,0.00,23.05,0.00,0.00,0.00,76.94
4s 4h 2d,AsTd,0.140,33.46,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AsJd,0.005,36.89,0.00,0.00,21.32,26.74,0.00,0.00,51.94
4s 4h 2d,AsKd,0.575,46.85,0.00,0.00,32.53,27.07,0.00,0.00,40.40
4s 4h 2d,AsAd,1.000,92.37,0.00,0.00,38.43,27.68,0.00,0.00,33.89
4s 4h 2d,As5h,0.135,39.45,0.00,0.00,36.31,39.93,0.00,0.00,23.77
4s 4h 2d,As8h,0.090,30.81,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,As9h,0.020,31.72,0.00,0.00,12.28,0.00,0.00,0.00,87.72
4s 4h 2d,AsTh,0.140,33.47,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4s 4h 2d,AsJh,0.005,36.90,0.00,0.00,29.51,26.44,0.00,0.00,44.05
4s 4h 2d,AsKh,0.575,46.86,0.00,0.00,28.36,25.92,0.00,0.00,45.73
4s 4h 2d,AsAh,1.000,92.10,0.00,0.00,36.06,26.36,0.00,0.00,37.58
4s 4h 2d,As2s,0.320,49.98,0.00,0.00,35.36,18.11,0.00,0.00,46.53
4s 4h 2d,As3s,0.245,41.89,0.00,0.00,26.58,49.02,0.00,0.00,24.40
4s 4h 2d,As5s,0.190,42.18,0.00,0.00,35.22,56.33,0.00,0.00,8.45
4s 4h 2d,As7s,0.030,33.32,0.00,0.00,60.41,0.00,0.00,0.00,39.59
4s 4h 2d,As8s,0.060,34.06,0.00,0.00,61.27,6.08,0.00,0.00,32.65
4s 4h 2d,As9s,0.075,34.96,0.00,0.00,45.02,19.07,0.00,0.00,35.91
4s 4h 2d,AsTs,0.175,36.81,0.00,0.00,33.08,29.27,0.00,0.00,37.66
4s 4h 2d,AsJs,0.255,40.04,0.00,0.00,32.87,23.63,0.00,0.00,43.50
4s 4h 2d,AsQs,0.525,44.22,0.00,0.00,38.84,34.84,0.01,0.00,26.31
4s 4h 2d,AsKs,1.000,49.38,0.00,0.00,41.09,21.57,0.00,0.00,37.34
5s 3s 2h,5c4c,0.300,57.98,0.00,0.00,1.94,86.87,3.74,0.00,7.46
5s 3s 2h,6c5c,0.525,52.59,0.00,0.00,8.96,63.89,6.37,0.00,20.78
5s 3s 2h,7c6c,0.420,27.39,0.00,0.00,6.63,75.36,9.16,0.00,8.85
5s 3s 2h,8c7c,0.450,15.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,9c8c,0.225,16.10,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,Tc9c,0.380,15.95,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,Jc8c,0.020,16.27,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,Jc9c,0.050,16.75,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,JcTc,0.345,17.28,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,Qc6c,0.075,29.47,0.00,0.00,0.37,88.76,7.79,0.00,3.08
5s 3s 2h,Qc8c,0.120,17.84,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,Qc9c,0.125,18.34,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,QcTc,0.345,18.61,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,QcJc,0.650,19.51,0.00,0.00,0.00,5.04,0.75,0.00,94.22
5s 3s 2h,Kc3c,0.100,40.77,0.00,0.00,14.46,54.22,7.25,0.00,24.07
