Flop,Hand,Weight OOP,OOP Equity,BET 359.2% freq,BET 100% freq,BET 75.1% freq,BET 49.8% freq,BET 35.1% freq,BET 20% freq,CHECK freq
Qs Th 8d,Ah9d,0.020,28.90,0.00,0.91,19.99,0.00,0.00,0.00,79.09
Qs Th 8d,AhTd,0.140,51.92,0.00,0.00,0.00,15.40,14.96,0.00,69.64
Qs Th 8d,AhJd,0.005,42.24,0.00,0.00,19.97,71.89,2.74,0.00,5.40
Qs Th 8d,AhKd,0.575,40.14,0.00,17.29,10.23,27.80,14.93,0.00,29.74
Qs Th 8d,AhAd,1.000,72.27,0.00,21.26,12.39,29.35,13.83,0.01,23.16
Qs Th 8d,Ah2h,0.320,19.44,0.00,26.58,6.12,4.70,5.50,0.00,57.09
Qs Th 8d,Ah3h,0.245,19.51,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ah4h,0.165,19.73,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ah5h,0.190,19.98,0.00,2.99,0.00,0.03,4.66,0.00,92.32
Qs Th 8d,Ah7h,0.030,21.87,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ah8h,0.060,47.11,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ah9h,0.075,31.92,0.00,78.85,21.15,0.00,0.00,0.00,0.00
Qs Th 8d,AhJh,0.255,44.61,0.00,6.35,9.84,28.84,14.36,0.00,40.61
Qs Th 8d,AhQh,0.525,68.11,0.00,11.80,3.67,27.49,21.08,0.02,35.94
Qs Th 8d,AhKh,1.000,42.70,0.00,17.29,5.23,29.91,12.31,0.02,35.25
Qs Th 8d,Ah4s,0.045,15.94,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ah5s,0.135,15.97,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ah8s,0.090,44.53,0.00,0.00,0.00,3.81,0.00,0.00,96.19
Qs Th 8d,Ah9s,0.020,28.92,0.00,29.32,26.13,0.00,0.00,0.00,44.55
Qs Th 8d,AhTs,0.140,51.85,0.00,0.00,0.00,5.30,12.87,0.00,81.83
Qs Th 8d,AhJs,0.005,42.21,0.00,0.00,13.98,76.35,0.00,0.00,9.67
Qs Th 8d,AhKs,0.575,39.85,0.00,21.88,10.80,19.82,9.81,0.00,37.68
Qs Th 8d,5s4s,0.300,13.14,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,6s5s,0.525,14.93,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,7s6s,0.420,24.80,0.00,32.85,13.41,19.67,6.80,0.00,27.27
Qs Th 8d,8s7s,0.450,44.55,0.00,0.00,1.70,30.40,15.93,0.00,51.97
Qs Th 8d,9s8s,0.225,52.24,0.00,32.49,7.39,9.72,2.58,0.00,47.82
Qs Th 8d,TsTc,0.035,82.92,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,TsTd,0.035,83.02,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ts9s,0.380,55.72,0.00,31.02,15.54,12.31,5.41,0.00,35.72
Qs Th 8d,JsJc,0.130,61.06,0.00,0.00,0.00,3.76,6.31,0.00,89.94
Qs Th 8d,JsJd,0.130,61.22,0.00,0.00,0.00,6.63,10.34,0.00,83.03
Qs Th 8d,JsJh,0.130,61.29,0.00,0.00,0.00,7.95,8.49,0.11,83.45
Qs Th 8d,Js8s,0.020,53.82,0.00,0.00,0.00,91.64,7.82,0.00,0.54
Qs Th 8d,Js9s,0.050,87.63,0.00,0.00,26.69,28.81,0.00,0.00,44.49
Qs Th 8d,JsTs,0.345,59.46,0.00,0.23,1.07,18.08,16.85,0.04,63.73
Qs Th 8d,KsJc,0.170,38.66,0.00,0.00,11.43,34.06,12.75,0.00,41.76
Qs Th 8d,KsQc,0.240,63.98,0.00,0.80,0.20,12.37,21.02,0.00,65.61
Qs Th 8d,KsKc,1.000,68.36,0.00,32.53,12.50,20.90,9.62,0.00,24.45
Qs Th 8d,KsJd,0.170,38.76,0.00,0.00,9.80,44.25,17.86,0.00,28.09
Qs Th 8d,KsQd,0.240,64.13,0.00,0.70,0.95,12.77,13.73,0.00,71.85
Qs Th 8d,KsKd,1.000,68.58,0.00,20.56,12.86,28.32,12.65,0.01,25.60
Qs Th 8d,KsJh,0.170,38.76,0.00,0.00,9.72,45.53,18.88,0.03,25.84
Qs Th 8d,KsQh,0.240,64.06,0.00,1.05,1.03,12.51,14.84,0.00,70.57
Qs Th 8d,KsKh,1.000,68.59,0.00,23.19,13.58,27.39,12.30,0.00,23.54
Qs Th 8d,Ks3s,0.100,16.88,0.00,30.35,13.64,2.17,13.98,0.00,39.86
Qs Th 8d,Ks4s,0.310,16.94,0.00,8.29,1.07,0.56,2.16,0.00,87.92
Qs Th 8d,Ks5s,0.120,16.88,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ks6s,0.065,18.44,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ks7s,0.140,18.95,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,Ks9s,0.010,28.09,0.00,0.00,19.80,0.00,51.10,0.00,29.09
Qs Th 8d,KsTs,0.400,52.88,0.00,0.00,0.24,8.98,8.66,0.00,82.11
Qs Th 8d,KsJs,0.100,41.33,0.00,0.00,7.00,42.65,17.03,0.01,33.33
Qs Th 8d,As4c,0.045,15.83,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,As5c,0.135,15.83,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,As8c,0.090,44.29,0.00,0.00,0.00,9.41,1.51,0.00,89.08
Qs Th 8d,As9c,0.020,28.82,0.00,0.00,17.70,0.00,0.00,0.00,82.30
Qs Th 8d,AsTc,0.140,50.91,0.00,0.00,0.00,0.00,1.95,0.00,98.05
Qs Th 8d,AsJc,0.005,41.87,0.00,0.00,36.55,32.92,0.00,0.00,30.54
Qs Th 8d,AsKc,0.575,39.90,0.00,15.08,10.79,26.69,9.53,0.01,37.90
Qs Th 8d,AsAc,1.000,71.86,0.00,35.36,12.61,21.76,8.53,0.00,21.73
Qs Th 8d,As4d,0.045,15.88,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,As5d,0.135,15.91,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,As9d,0.020,28.84,0.00,0.00,1.81,0.00,6.52,0.00,91.66
Qs Th 8d,AsTd,0.140,51.07,0.00,0.00,0.00,1.67,7.83,0.00,90.51
Qs Th 8d,AsJd,0.005,42.01,0.00,0.00,45.09,22.04,0.00,0.00,32.87
Qs Th 8d,AsKd,0.575,40.07,0.00,17.18,11.30,23.39,12.08,0.00,36.06
Qs Th 8d,AsAd,1.000,72.31,0.00,25.38,13.63,24.06,9.25,0.01,27.67
Qs Th 8d,As4h,0.045,15.88,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,As5h,0.135,15.91,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,As8h,0.090,44.41,0.00,0.00,0.10,10.86,1.24,0.04,87.75
Qs Th 8d,As9h,0.020,28.82,0.00,0.00,0.00,0.00,7.50,0.00,92.50
Qs Th 8d,AsJh,0.005,41.96,0.00,0.00,12.10,45.33,0.11,0.00,42.46
Qs Th 8d,AsKh,0.575,40.04,0.00,10.25,10.24,28.52,14.08,0.00,36.91
Qs Th 8d,AsAh,1.000,72.53,0.00,30.53,13.62,27.07,9.48,0.00,19.29
Qs Th 8d,As2s,0.320,19.41,0.00,1.83,0.00,0.54,2.20,0.00,95.43
Qs Th 8d,As3s,0.245,19.48,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,As4s,0.165,19.70,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,As5s,0.190,19.95,0.00,0.00,0.00,0.00,0.54,0.05,99.41
Qs Th 8d,As7s,0.030,21.83,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Th 8d,As8s,0.060,46.99,0.00,0.00,0.00,4.79,0.00,0.00,95.21
Qs Th 8d,As9s,0.075,31.92,0.00,84.24,15.76,0.00,0.00,0.00,0.00
Qs Th 8d,AsTs,0.175,53.25,0.00,0.00,0.00,1.43,4.93,0.00,93.64
Qs Th 8d,AsJs,0.255,44.39,0.00,5.62,10.35,29.25,13.30,0.00,41.48
Qs Th 8d,AsKs,1.000,42.41,0.00,7.00,9.59,30.90,15.92,0.00,36.59
Qs Ts 9h,5c4c,0.300,7.65,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,6c5c,0.525,9.21,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,7c6c,0.420,19.22,0.00,0.00,0.00,0.00,0.00,0.12,99.88
Qs Ts 9h,8c7c,0.450,29.18,0.00,0.00,0.00,3.17,20.87,26.54,49.43
Qs Ts 9h,9c8c,0.225,45.67,0.00,0.00,0.00,0.00,2.31,14.50,83.19
Qs Ts 9h,Tc9c,0.380,64.31,0.00,0.00,0.00,5.99,24.20,14.25,55.56
Qs Ts 9h,Jc8c,0.020,80.68,0.00,0.13,0.19,57.97,41.71,0.00,0.00
Qs Ts 9h,Jc9c,0.050,56.82,0.00,0.00,0.00,20.58,30.56,7.23,41.63
Qs Ts 9h,JcTc,0.345,57.79,0.00,0.00,0.00,7.69,16.87,13.36,62.09
Qs Ts 9h,Qc6c,0.075,51.40,0.00,0.00,0.00,0.00,0.00,50.24,49.76
Qs Ts 9h,Qc8c,0.120,55.44,0.00,0.00,0.00,0.00,19.03,47.27,33.70
Qs Ts 9h,Qc9c,0.125,67.71,0.00,0.00,0.00,22.14,41.91,18.10,17.85
Qs Ts 9h,QcTc,0.345,68.90,0.00,0.00,0.01,14.59,39.31,17.51,28.58
Qs Ts 9h,QcJc,0.650,63.85,0.00,0.00,0.00,3.16,19.89,23.34,53.60
Qs Ts 9h,Kc3c,0.100,20.45,0.00,0.00,0.00,4.01,0.09,24.46,71.44
Qs Ts 9h,Kc4c,0.310,20.46,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Kc5c,0.120,20.37,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Kc6c,0.065,21.93,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Kc7c,0.140,22.25,0.00,0.00,0.00,0.00,0.00,0.03,99.97
Qs Ts 9h,Kc9c,0.010,49.80,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,KcTc,0.400,51.36,0.00,0.00,0.00,2.48,6.26,12.84,78.43
Qs Ts 9h,KcJc,0.100,84.44,0.00,0.00,0.04,15.67,35.90,15.64,32.75
Qs Ts 9h,KcQc,0.170,61.72,0.00,0.00,0.00,3.74,4.26,18.90,73.10
Qs Ts 9h,KcJd,0.170,84.91,0.00,0.00,0.02,16.03,36.20,15.32,32.43
Qs Ts 9h,KcQd,0.240,61.95,0.00,0.00,0.00,5.43,18.78,18.66,57.13
Qs Ts 9h,KcJh,0.170,85.11,0.00,0.00,0.11,19.08,36.31,15.54,28.97
Qs Ts 9h,KcQh,0.240,62.11,0.00,0.00,0.01,7.11,17.78,12.29,62.82
Qs Ts 9h,KcJs,0.170,86.86,0.00,0.00,0.00,12.04,28.35,26.70,32.90
Qs Ts 9h,Ac2c,0.320,13.32,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac3c,0.245,13.38,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac4c,0.165,13.60,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac5c,0.190,13.85,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac7c,0.030,15.61,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac8c,0.060,22.82,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac9c,0.075,43.58,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AcTc,0.175,46.16,0.00,0.00,0.00,0.00,2.84,17.67,79.49
Qs Ts 9h,AcJc,0.255,38.49,0.00,0.00,0.00,8.82,38.54,24.11,28.53
Qs Ts 9h,AcQc,0.525,57.92,0.00,0.00,0.00,2.77,17.26,25.81,54.17
Qs Ts 9h,AcKc,1.000,34.93,0.00,0.00,0.00,10.79,34.89,19.81,34.50
Qs Ts 9h,Ac4d,0.045,13.44,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac5d,0.135,13.42,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac8d,0.090,22.76,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac9d,0.020,43.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AcTd,0.140,46.09,0.00,0.00,0.00,0.00,0.00,4.16,95.84
Qs Ts 9h,AcJd,0.005,38.27,0.00,0.00,0.00,40.12,49.19,6.19,4.50
Qs Ts 9h,AcKd,0.575,34.95,0.00,0.00,0.00,10.29,32.09,23.65,33.98
Qs Ts 9h,Ac4h,0.045,13.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac5h,0.135,13.49,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac8h,0.090,22.81,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AcTh,0.140,46.12,0.00,0.00,0.00,0.00,0.00,13.98,86.02
Qs Ts 9h,AcJh,0.005,38.37,0.00,0.00,0.00,0.00,100.00,0.00,0.00
Qs Ts 9h,AcKh,0.575,35.08,0.00,0.00,0.00,12.91,30.11,21.74,35.24
Qs Ts 9h,Ac4s,0.045,16.36,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac5s,0.135,16.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ac8s,0.090,25.72,0.00,0.00,0.00,0.00,0.00,4.70,95.30
Qs Ts 9h,Ac9s,0.020,46.33,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AcJs,0.005,41.10,0.00,0.00,0.00,0.00,58.58,41.42,0.00
Qs Ts 9h,AcKs,0.575,37.99,0.00,0.00,0.01,10.81,31.41,21.50,36.28
Qs Ts 9h,5d4d,0.300,7.65,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,6d5d,0.525,9.21,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,7d6d,0.420,19.22,0.00,0.00,0.00,0.00,0.00,0.12,99.88
Qs Ts 9h,8d7d,0.450,29.18,0.00,0.00,0.00,3.17,20.87,26.54,49.43
Qs Ts 9h,9d8d,0.225,45.67,0.00,0.00,0.00,0.00,2.31,14.50,83.19
Qs Ts 9h,TdTc,0.035,77.10,0.00,0.00,0.00,12.76,10.69,0.00,76.55
Qs Ts 9h,Td9d,0.380,64.31,0.00,0.00,0.00,5.99,24.20,14.25,55.56
Qs Ts 9h,JdJc,0.130,61.75,0.00,0.00,0.00,1.50,12.26,20.25,66.00
Qs Ts 9h,Jd8d,0.020,80.67,0.00,0.13,0.19,57.97,41.71,0.00,0.00
Qs Ts 9h,Jd9d,0.050,56.82,0.00,0.00,0.00,20.58,30.56,7.23,41.63
Qs Ts 9h,JdTd,0.345,57.79,0.00,0.00,0.00,7.69,16.87,13.36,62.09
Qs Ts 9h,QdQc,0.655,82.53,0.00,0.05,0.00,6.17,18.15,19.55,56.07
Qs Ts 9h,Qd6d,0.075,51.40,0.00,0.00,0.00,0.00,0.00,50.24,49.76
Qs Ts 9h,Qd8d,0.120,55.44,0.00,0.00,0.00,0.00,19.03,47.27,33.70
Qs Ts 9h,Qd9d,0.125,67.71,0.00,0.00,0.00,22.14,41.91,18.10,17.85
Qs Ts 9h,QdTd,0.345,68.90,0.00,0.00,0.01,14.59,39.31,17.51,28.58
Qs Ts 9h,QdJd,0.650,63.85,0.00,0.00,0.00,3.16,19.89,23.34,53.60
Qs Ts 9h,KdJc,0.170,84.91,0.00,0.00,0.02,16.02,36.20,15.32,32.43
Qs Ts 9h,KdQc,0.240,61.95,0.00,0.00,0.00,5.43,18.78,18.66,57.12
Qs Ts 9h,KdKc,1.000,66.56,0.00,0.00,0.01,10.51,32.41,20.20,36.86
Qs Ts 9h,Kd3d,0.100,20.45,0.00,0.00,0.00,4.01,0.09,24.46,71.44
Qs Ts 9h,Kd4d,0.310,20.46,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Kd5d,0.120,20.37,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Kd6d,0.065,21.93,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Kd7d,0.140,22.25,0.00,0.00,0.00,0.00,0.00,0.03,99.97
Qs Ts 9h,Kd9d,0.010,49.80,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,KdTd,0.400,51.36,0.00,0.00,0.00,2.48,6.26,12.84,78.43
Qs Ts 9h,KdJd,0.100,84.44,0.00,0.00,0.04,15.68,35.90,15.64,32.75
Qs Ts 9h,KdQd,0.170,61.72,0.00,0.00,0.00,3.75,4.26,18.90,73.10
Qs Ts 9h,KdJh,0.170,85.11,0.00,0.00,0.11,19.08,36.31,15.54,28.97
Qs Ts 9h,KdQh,0.240,62.11,0.00,0.00,0.01,7.11,17.78,12.29,62.82
Qs Ts 9h,KdJs,0.170,86.86,0.00,0.00,0.00,12.04,28.35,26.70,32.90
Qs Ts 9h,Ad4c,0.045,13.44,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad5c,0.135,13.42,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad8c,0.090,22.76,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad9c,0.020,43.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AdTc,0.140,46.09,0.00,0.00,0.00,0.00,0.00,4.16,95.84
Qs Ts 9h,AdJc,0.005,38.27,0.00,0.00,0.00,40.12,49.19,6.19,4.50
Qs Ts 9h,AdKc,0.575,34.95,0.00,0.00,0.00,10.29,32.09,23.65,33.98
Qs Ts 9h,AdAc,1.000,60.53,0.00,0.00,0.00,12.77,35.50,18.75,32.98
Qs Ts 9h,Ad2d,0.320,13.32,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad3d,0.245,13.38,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad4d,0.165,13.60,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad5d,0.190,13.85,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad7d,0.030,15.61,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad8d,0.060,22.82,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad9d,0.075,43.58,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AdTd,0.175,46.16,0.00,0.00,0.00,0.00,2.84,17.67,79.49
Qs Ts 9h,AdJd,0.255,38.49,0.00,0.00,0.00,8.82,38.54,24.11,28.53
Qs Ts 9h,AdQd,0.525,57.92,0.00,0.00,0.00,2.77,17.26,25.81,54.17
Qs Ts 9h,AdKd,1.000,34.93,0.00,0.00,0.00,10.79,34.89,19.81,34.50
Qs Ts 9h,Ad4h,0.045,13.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad5h,0.135,13.49,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad8h,0.090,22.81,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AdTh,0.140,46.12,0.00,0.00,0.00,0.00,0.00,13.98,86.02
Qs Ts 9h,AdJh,0.005,38.37,0.00,0.00,0.00,0.00,100.00,0.00,0.00
Qs Ts 9h,AdKh,0.575,35.08,0.00,0.00,0.00,12.91,30.11,21.74,35.24
Qs Ts 9h,Ad4s,0.045,16.36,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad5s,0.135,16.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ad8s,0.090,25.72,0.00,0.00,0.00,0.00,0.00,4.70,95.30
Qs Ts 9h,Ad9s,0.020,46.33,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AdJs,0.005,41.10,0.00,0.00,0.00,0.00,58.59,41.41,0.00
Qs Ts 9h,AdKs,0.575,37.99,0.00,0.00,0.01,10.81,31.41,21.50,36.28
Qs Ts 9h,5h4h,0.300,11.25,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,6h5h,0.525,12.76,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,7h6h,0.420,22.34,0.00,0.00,0.00,12.88,26.44,19.97,40.71
Qs Ts 9h,8h7h,0.450,31.82,0.00,0.00,0.00,10.07,29.69,26.24,33.99
Qs Ts 9h,ThTc,0.035,77.29,0.00,0.00,0.00,0.00,1.87,2.72,95.40
Qs Ts 9h,ThTd,0.035,77.29,0.00,0.00,0.00,0.00,1.87,2.72,95.40
Qs Ts 9h,JhJc,0.130,61.87,0.00,0.00,0.00,2.73,13.03,19.75,64.49
Qs Ts 9h,JhJd,0.130,61.87,0.00,0.00,0.00,2.73,13.03,19.75,64.49
Qs Ts 9h,Jh8h,0.020,81.22,0.00,0.00,0.00,70.52,29.48,0.00,0.00
Qs Ts 9h,JhTh,0.345,59.43,0.00,0.00,0.00,6.60,20.20,17.45,55.75
Qs Ts 9h,QhQc,0.655,82.68,0.00,0.02,0.03,7.22,20.20,20.33,52.21
Qs Ts 9h,QhQd,0.655,82.68,0.00,0.02,0.03,7.22,20.20,20.33,52.21
Qs Ts 9h,Qh6h,0.075,53.65,0.00,0.00,0.00,2.33,21.69,13.00,62.98
Qs Ts 9h,Qh8h,0.120,57.48,0.00,0.00,0.00,0.11,16.54,29.53,53.83
Qs Ts 9h,QhTh,0.345,70.60,0.00,0.00,0.00,12.01,46.94,18.09,22.97
Qs Ts 9h,QhJh,0.650,65.37,0.00,0.00,0.00,2.74,23.04,25.22,49.00
Qs Ts 9h,KhJc,0.170,85.13,0.00,0.00,0.01,23.05,38.54,13.57,24.84
Qs Ts 9h,KhQc,0.240,62.10,0.00,0.00,0.00,6.78,20.54,13.86,58.82
Qs Ts 9h,KhKc,1.000,66.74,0.00,0.00,0.00,12.57,33.09,19.30,35.04
Qs Ts 9h,KhJd,0.170,85.13,0.00,0.00,0.01,23.04,38.54,13.57,24.84
Qs Ts 9h,KhQd,0.240,62.10,0.00,0.00,0.00,6.78,20.54,13.86,58.82
Qs Ts 9h,KhKd,1.000,66.74,0.00,0.00,0.00,12.58,33.09,19.30,35.04
Qs Ts 9h,Kh3h,0.100,23.66,0.00,0.00,0.15,13.70,21.17,43.29,21.68
Qs Ts 9h,Kh4h,0.310,23.68,0.00,0.10,0.04,18.02,27.49,23.61,30.74
Qs Ts 9h,Kh5h,0.120,23.61,0.00,0.00,0.00,7.33,10.92,29.60,52.15
Qs Ts 9h,Kh6h,0.065,25.08,0.00,0.00,0.00,0.00,8.50,12.67,78.83
Qs Ts 9h,Kh7h,0.140,25.41,0.00,0.00,0.00,0.38,29.30,33.03,37.29
Qs Ts 9h,KhTh,0.400,53.44,0.00,0.00,0.00,2.76,6.93,5.78,84.53
Qs Ts 9h,KhJh,0.100,84.96,0.00,0.00,0.00,15.56,38.83,18.55,27.06
Qs Ts 9h,KhQh,0.170,63.46,0.00,0.00,0.00,8.71,13.71,27.08,50.49
Qs Ts 9h,KhJs,0.170,87.07,0.00,0.00,0.00,14.10,35.90,26.92,23.09
Qs Ts 9h,Ah4c,0.045,13.52,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah5c,0.135,13.49,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah8c,0.090,22.89,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah9c,0.020,43.78,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AhTc,0.140,46.46,0.00,0.00,0.00,0.00,0.00,16.37,83.63
Qs Ts 9h,AhJc,0.005,38.53,0.00,0.00,0.00,0.00,100.00,0.00,0.00
Qs Ts 9h,AhKc,0.575,35.21,0.00,0.00,0.02,18.89,33.15,17.98,29.96
Qs Ts 9h,AhAc,1.000,61.02,0.00,0.00,0.00,10.84,37.46,19.57,32.14
Qs Ts 9h,Ah4d,0.045,13.52,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah5d,0.135,13.49,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah8d,0.090,22.89,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah9d,0.020,43.78,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AhTd,0.140,46.46,0.00,0.00,0.00,0.00,0.00,16.36,83.64
Qs Ts 9h,AhJd,0.005,38.53,0.00,0.00,0.00,0.00,100.00,0.00,0.00
Qs Ts 9h,AhKd,0.575,35.21,0.00,0.00,0.02,18.89,33.15,17.98,29.96
Qs Ts 9h,AhAd,1.000,61.02,0.00,0.00,0.00,10.84,37.46,19.57,32.14
Qs Ts 9h,Ah2h,0.320,17.12,0.00,0.00,0.00,0.00,3.05,8.63,88.32
Qs Ts 9h,Ah3h,0.245,17.18,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah4h,0.165,17.39,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah5h,0.190,17.63,0.00,0.00,0.00,0.00,0.00,3.19,96.81
Qs Ts 9h,Ah7h,0.030,19.35,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah8h,0.060,26.18,0.00,0.00,0.00,0.00,0.00,14.59,85.41
Qs Ts 9h,AhTh,0.175,48.81,0.00,0.00,0.00,0.00,1.33,3.67,95.00
Qs Ts 9h,AhJh,0.255,41.15,0.00,0.00,0.00,10.39,40.21,25.58,23.82
Qs Ts 9h,AhQh,0.525,60.23,0.00,0.00,0.00,2.41,14.83,19.04,63.72
Qs Ts 9h,AhKh,1.000,37.94,0.00,0.00,0.01,21.63,38.68,11.83,27.85
Qs Ts 9h,Ah4s,0.045,16.44,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah5s,0.135,16.65,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,Ah8s,0.090,25.85,0.00,0.00,0.00,0.00,0.00,44.18,55.82
Qs Ts 9h,Ah9s,0.020,46.54,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Qs Ts 9h,AhJs,0.005,41.36,0.00,0.00,0.00,0.00,85.20,14.80,0.00
Qs Ts 9h,AhKs,0.575,38.24,0.00,0.00,0.00,8.48,33.25,19.44,38.83
Qs Ts 9h,5s4s,0.300,37.82,0.00,0.00,0.00,19.99,24.68,20.63,34.70
Qs Ts 9h,6s5s,0.525,38.85,0.00,0.00,0.01,13.84,23.08,18.99,44.08
Qs Ts 9h,7s6s,0.420,45.09,0.00,0.00,0.01,19.64,37.00,17.31,26.04
